"num_incomes","pan_inc_chg","pan_inc_chg_pct","pan_exp_chg","pan_exp_chg_pct","pan_fi_chg","pan_ret_date_chg","pan_financial_impact","age","fin_indy","fin_indy_num","fin_indy_pct","retire_invst_num","tgt_sf_wthdrw_rt","max_retire_sup","retire_exp","whn_fin_indy_num","fin_indy_lvl","retire_age","stp_whn_fin_indy","employer","role","ft_status","pt_status","gig_status","edu_status","housing","2020_gross_inc","2020_invst_save","political_grouped","race_eth_grouped","gender_grouped","edu_grouped","rel_status_grouped","children_grouped","country_grouped","industry_grouped","total_assets","total_debts","total_expenses"
1,"Increased",0.05,"Increased",0.25,"No change","No change","Positive",46,1,NA,NA,NA,NA,NA,NA,2500000,NA,46,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",115000,0,"Other",NA,NA,"Bachelor's or Associate's Degree","Singles","No Children","United States","Other Services",2530000,0,72000
1,"Stayed the same",0,"Decreased",0.15,"No change","No change","Positive",51,0,5e+06,80,5e+06,3.25,0,121000,0,NA,51,"Yes","Private corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Rent",530000,250000,"Libertarian Party",NA,"Male","Doctorate or Master's Degree","Singles","No Children","United States","Information Technology",4160000,0,262000
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",36,0,2e+05,55,2500000,3.5,1e+05,80000,0,NA,51,"No","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",272000,120000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Information Technology",1434500,131000,120950
1,"Increased",0.15,"Decreased",0.05,"No change","No change","Positive",41,0,4e+06,50,4e+06,4,36000,1e+05,0,NA,46,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",420000,140000,"Democrat","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",2110000,0,196500
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",26,0,750000,1.07,1250000,4,36000,40000,0,NA,NA,"Undecided","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",53000,12000,"Other","White / Caucasian","Female","Bachelor's or Associate's Degree","Singles","No Children","United States","Healthcare",24200,11152,39700
1,"Stayed the same",0.05,"Stayed the same",0,"No change","Become sooner","Positive",26,0,450000,89,1e+06,3,12000,30000,0,NA,26,"Partially","Private corporation","Consultant","For an Organization (Employed)",NA,NA,"Not a student","Rent",1e+05,50000,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",402000,400,48200
2,"Stayed the same",0,"Decreased",0.05,"No change","Become sooner","Neutral",31,0,1500000,16,2e+06,3.5,10000,80000,0,NA,46,"Undecided","Nonprofit corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",132834,39000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Healthcare",333521.77,74979,69694
2,"Increased",0.05,"Decreased",0.05,"No change","Become sooner","Positive",36,0,3650000,73,1e+07,3.5,NA,2e+05,0,NA,41,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",445000,0,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",4384000,1277000,125000
1,"Increased",0.95,"Decreased",0.25,"Increase","Become later","Positive",21,0,4500000,1,7500000,4,30000,225000,0,NA,46,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",147000,50000,"Republican",NA,"Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",58800,0,39600
2,"Increased",0.05,"Decreased",0.05,"No change","No change","Positive",26,0,1500000,12,2500000,4,10000,1e+05,0,NA,41,"Partially","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",170000,0,"Democrat","American Indian or Alaskan Native","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",173000,15000,41400
2,"Increased",0.05,"Decreased",0.15,"Decrease","Become sooner","Positive",46,0,2750000,79,3e+06,3.5,0,95000,0,NA,56,"Undecided","Nonprofit corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Own",288000,150000,"Libertarian Party","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Professional & Business Services",2820500,470000,156458
1,"Increased",0.05,"Decreased",0.05,"No change","No change","Neutral",26,0,2e+06,7.25,2500000,3.5,30000,120000,0,NA,56,"No","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Student","Rent",90000,19500,"Democrat","Hispanic or Latino","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",179000,23000,75909
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",31,0,1800000,12.1,1800000,3.5,55000,55000,0,NA,46,"Yes","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)","For Myself (Self-Employed)",NA,"Not a student","Own",244000,0,"Libertarian Party","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Healthcare",592500,267000,3830
1,"Stayed the same",0,"Decreased",0.15,"No change","No change","Positive",26,0,4e+06,15,4e+06,3.5,0,1e+05,0,NA,41,"No","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",250000,120000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Information Technology",576284.41,23000,125664
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,1500000,18,1500000,4,0,60000,0,NA,41,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",338000,0,"Democrat","Hispanic or Latino","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",287000,0,161900
1,"Stayed the same",0,"Decreased",0.05,"No change","Become sooner","Neutral",26,0,1125000,47,2e+06,3.5,0,60000,0,NA,41,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",130000,0,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",515000,0,38900
1,"Increased",0.15,"Decreased",0.25,"No change","No change","Neutral",36,0,4e+06,59,5e+06,3.5,18000,160000,0,NA,46,"No","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",5e+05,195000,"Democrat","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Financial Services",3780000,1029000,303600
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,1500000,33,2e+06,3,0,50000,0,NA,46,"No","Nonprofit corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",160000,0,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",869000,320000,59500
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",31,0,1750000,50,NA,NA,NA,NA,0,NA,NA,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",260000,131000,"Democrat","Asian or Pacific Islander","Female","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Information Technology",1734000,218000,112920
1,"Decreased",0.25,"Decreased",0.15,"No change","No change","Negative",36,1,NA,NA,NA,NA,NA,NA,1e+06,"LeanFI",46,"No","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",75000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",1793700,2000,6100
2,"Stayed the same",0,"Decreased",0.15,"No change","Become sooner","Positive",36,0,1e+06,75,3500000,3,50000,95000,0,NA,46,"Partially","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Not a student","Own",285000,1e+05,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Financial Services",940000,155000,180000
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",36,0,1875000,27,1875000,4,NA,75000,0,NA,46,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",1e+05,40000,"Republican","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Information Technology",626500,134000,85000
2,"Increased",0.05,"Stayed the same",0,"No change","No change","Positive",26,0,1e+05,4,1e+06,3,NA,NA,0,NA,NA,"No","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",80000,15000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",40000,0,32900
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,1250000,55,1500000,3,2500,35000,0,NA,41,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Student","Own",201900,83100,"Libertarian Party","White / Caucasian","Male","Doctorate or Master's Degree","Singles",NA,"United States","Other Services",853800,161700,118800
1,"Increased",0.05,"Decreased",0.05,"No change","No change","Positive",31,0,1500000,13,2e+06,3.5,0,70000,0,NA,41,"Partially","Public corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Rent",123062,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",192554,165,78820.49
1,"Increased",0.95,"Decreased",0.35,"Increase","Become later","Positive",31,0,1500000,15,1500000,4,15000,60000,0,NA,36,"Partially","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)","For Myself (Self-Employed)",NA,"Not a student","Rent",250000,76000,"Democrat","Asian or Pacific Islander","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Professional & Business Services",233000,1800,202650
1,"Stayed the same",0,"Increased",0.05,"No change","No change","Neutral",26,0,1500000,30,2e+06,3.5,NA,70000,0,NA,36,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",350000,180000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",7e+05,0,159600
1,"Decreased",0.05,"Decreased",0.55,"No change","Become sooner","Positive",26,0,1750000,15,2310000,3,60000,75000,0,NA,46,"Undecided","Public agency","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",75010,50000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Public Administration (Civilian Government)",172349,2264,20568
2,"Stayed the same",0,"Increased",0.05,"No change","No change","Neutral",31,0,3e+06,33,3500000,4,25000,150000,0,NA,51,"Yes","Public corporation","General Labor","For an Organization (Employed)",NA,NA,"Not a student","Own",350000,80000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Information Technology",1850000,250000,231000
2,"Increased",0.95,"Increased",0.55,"No change","No change","Positive",31,0,5e+06,13,5e+06,4,50000,2e+05,0,NA,51,"Yes","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",610000,2e+05,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Information Technology",1121000,460000,410000
2,"Stayed the same",0,"Decreased",0.15,"No change","No change","Positive",36,0,2500000,30,3e+06,4,30000,1e+05,0,NA,46,"Yes","Public corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",325000,0,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",905000,248000,135500
1,"Increased",0.05,"Decreased",0.05,"No change","No change","Neutral",51,1,NA,NA,NA,NA,NA,NA,0,"FI",56,"Partially","Public agency","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",362000,120000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",3754600,800,152000
2,"Increased",0.35,"Decreased",0.35,"No change","No change","Positive",31,0,3e+06,33,2500000,3,0,80000,0,NA,51,"Undecided","Nonprofit corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",310000,0,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",670000,0,44400
2,"Increased",0.05,"Increased",0.05,"No change","No change","Neutral",31,0,2e+06,25,50,4,50000,75000,0,NA,51,"Partially","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Not a student","Own",110000,0,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",575000,165000,63000
1,"Stayed the same",0,"Decreased",0.05,"No change","Become sooner","Positive",36,0,NA,92,1500000,3.5,25000,52500,0,NA,41,"Yes","Nonprofit corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",130000,0,"Other","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Healthcare",1090000,0,11400
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,NA,NA,NA,3.5,NA,NA,0,NA,46,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",2e+05,110000,"Other","Hispanic or Latino","Female","Doctorate or Master's Degree","Singles","No Children","United States","Information Technology",102000,0,29400
2,"Stayed the same",0,"Decreased",0.05,"Decrease","Become sooner","Positive",36,0,1300000,35,1300000,3.5,1200,35000,0,NA,51,"Yes","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",191000,33000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Manufacturing",765000,317000,119500
1,"Increased",0.05,"Increased",0.55,"Decrease","Become sooner","Positive",26,0,4e+05,21.59,2e+06,3,0,40000,0,NA,36,"Partially","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Not a student","Own",58000,18200,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Financial Services",459000,202000,39800
1,"Increased",0.25,"Decreased",0.25,"No change","Become sooner","Positive",36,0,1e+06,20,1e+06,4,NA,40000,0,NA,46,"Yes","Self-employed","Marketing","For Myself (Self-Employed)",NA,NA,"Not a student","Rent",167176,72000,"Democrat","White / Caucasian","Female","Bachelor's or Associate's Degree","Singles","No Children","United States","Professional & Business Services",196789,0,81597
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Negative",26,0,1e+06,29,1e+06,4,21552,30000,0,NA,41,"Undecided","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",126200,77100,"Libertarian Party","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",622354,200304,52300
1,"Stayed the same",0,"Decreased",0.15,"No change","No change","Neutral",26,0,1800000,11,1800000,NA,NA,30000,0,NA,41,"Partially","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",111500,45725,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Manufacturing",194699,2970,55694
2,"Stayed the same",0,"Decreased",0.05,"Increase","No change","Positive",41,0,2e+06,0.5,2500000,4,55000,80000,0,NA,51,"Undecided","Public agency","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",180000,25000,"Other",NA,"Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Public Administration (Civilian Government)",1310000,255000,136966
1,"Stayed the same",0,"Decreased",0.45,"No change","No change","Positive",26,0,1e+06,9,1250000,3.5,60000,40000,0,NA,31,"No","Private corporation","Consultant","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",92000,32000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Other Services",84000,0,59500
1,"Increased",0.05,"Decreased",0.05,"No change","No change","Positive",36,0,2500000,75,3e+06,3,30000,60000,0,NA,46,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",160000,75000,"Republican","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",2420000,370000,92400
1,"Stayed the same",0.05,"Stayed the same",0,"No change","Become sooner","Positive",26,0,1200000,10,1500000,3.2,1500,48000,0,NA,46,"Partially","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",86400,20705,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",397582,189902,75916
2,"Increased",0.05,"Decreased",0.15,"No change","No change","Positive",36,0,1600000,48.6,2e+06,3.5,40000,50000,0,NA,46,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",270500,38000,"Democrat","White / Caucasian","Non-Binary","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Information Technology",1560000,824000,178663
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",26,0,3e+06,8,3e+06,4,8400,50000,0,NA,56,"Partially","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",120000,0,"Republican","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Construction",375000,70000,13000
2,"Stayed the same",0,"Stayed the same",0.05,"No change","No change","Neutral",31,0,8e+05,50,1500000,4,24000,40000,0,NA,51,"Partially","Nonprofit corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",117000,33000,"Democrat","Asian or Pacific Islander","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Healthcare",555200,24100,29100
1,"Stayed the same",0.15,"Stayed the same",0,"No change","No change","Neutral",31,0,5e+06,40,5e+06,4,NA,125000,0,NA,41,"Partially","Public corporation",NA,"For an Organization (Employed)",NA,NA,"Not a student","Own",610000,13000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Information Technology",2187250,189000,358500
1,"Stayed the same",0,"Increased",0.05,"No change","No change","Positive",31,0,1e+06,33,1625000,4,24000,65000,0,NA,46,"No","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",77000,32000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",628500,241000,52583
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",36,0,1700000,33,2e+06,3,17000,50000,0,NA,51,"No","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",138986,69233,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Manufacturing",571652,1417,75506
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",36,0,1750000,31,2e+06,3.5,20000,50000,0,NA,51,"Yes","Public agency","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",108000,47000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Public Administration (Civilian Government)",783000,101000,64100
2,"Stayed the same",0,"Decreased",0.05,"No change","Become sooner","Positive",36,0,1500000,25,1500000,4,20,50000,0,NA,51,"Yes","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",140000,2000,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",367000,36000,7050
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",26,0,1e+06,33,1e+06,3.5,NA,NA,0,NA,31,"Yes","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",180000,0,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",340000,0,24000
1,"Stayed the same",0,"Stayed the same",0.05,"No change","No change","Neutral",26,0,7500000,9,7500000,9,12000,225000,0,NA,51,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Student","Rent",3e+05,150000,"Democrat","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",875000,0,144000
2,"Increased",0.05,"Decreased",0.35,"No change","No change","Positive",36,0,3500000,35,3500000,3,20000,90000,0,NA,46,"Yes","Private corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Own",650000,0,"Democrat","Hispanic or Latino","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",2510000,350000,341000
2,"Increased",0.15,"Stayed the same",0,"Increase","Become sooner","Positive",31,1,NA,NA,NA,NA,NA,NA,4e+06,"FI",46,"No","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",450000,0,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Financial Services",5080000,4e+05,270000
2,"Increased",0.95,"Increased",0.15,"Increase","Become sooner","Positive",26,0,3e+06,3,5e+06,3,0,120000,0,NA,41,"Undecided","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",95000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Healthcare",116000,0,27100
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",31,0,1500000,35.25,2500000,4,0,1e+05,0,NA,51,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",215000,20000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",833408,318775,152796
1,"Increased",0.45,"Decreased",0.15,"No change","No change","Positive",26,0,1e+06,5,3e+06,3,NA,90000,0,NA,51,"No","Self-employed","Professional (licensed / certificated)","For Myself (Self-Employed)",NA,NA,"Not a student","Rent",301800,56000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Healthcare",152600,98000,221000
1,"Stayed the same",0,"Decreased",0.15,"No change","No change","Positive",26,0,750000,2.6,1e+06,3.5,NA,25000,0,NA,51,"No","Nonprofit corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",47500,16000,"Democrat","Hispanic or Latino","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Education",32000,0,28800
2,"Stayed the same",0,"Increased",0.05,"No change","No change","Neutral",36,0,2e+06,22,3e+06,4,60000,140000,0,NA,56,"Partially","Public corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",380000,105000,"Democrat","White / Caucasian","Female","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",1145000,727000,268100
1,"Stayed the same",NA,"Decreased",0.05,"No change","No change","Positive",36,0,1500000,40,1500000,4,20000,60000,0,NA,51,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,"For an Organization (Employed)","Not a student","Own",150000,0,"Libertarian Party","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",876000,89000,0
2,"Stayed the same",0,"Decreased",0.15,"No change","No change","Neutral",41,0,2e+06,25,2500000,3.25,20000,1e+05,0,NA,56,"Yes","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",268000,69000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Professional & Business Services",1166000,260000,150800
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",31,0,726266.67,23,4e+06,3.5,28000,189000,0,NA,61,"No","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",90000,33564.8,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Other Services",169810.45,0,56483.15
1,"Increased",0.05,"Decreased",0.15,"Increase","Become later","Positive",31,0,1e+06,25,2500000,4,50000,1e+05,0,NA,46,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",105000,36000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Financial Services",608000,225000,40250
1,"Increased",0.25,"Decreased",0.25,"No change","No change","Positive",21,0,750000,33,1250000,4,1e+05,80000,0,NA,31,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Not a student","Rent",211000,95000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",379500,127500,64500
1,"Stayed the same",0,"Decreased",0.15,"Increase","No change","Neutral",26,0,1e+06,2,1500000,3.5,2500,40000,0,NA,56,"Partially","Private corporation","Administrative staff","For an Organization (Employed)",NA,NA,"Not a student","Rent",42658,8520,"Democrat","White / Caucasian","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Other Services",29178.88,0,18698
2,"Decreased",0.15,"Increased",0.35,"No change","No change","Neutral",31,0,2500000,20,1e+06,5,NA,25000,0,NA,41,"Yes","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",2e+05,75000,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Healthcare",477500,0,127000
1,"Decreased",0.05,"Decreased",0.15,"No change","No change","Neutral",41,0,1400000,95,1700000,3.8,20000,60000,0,NA,46,"Partially","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",180000,95000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",1353300,0,74600
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",51,0,2e+06,75,2e+06,4.5,85000,85000,0,NA,61,"Yes","Self-employed","Professional (licensed / certificated)","For Myself (Self-Employed)",NA,NA,"Not a student","Own",302500,850000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Professional & Business Services",1925000,170000,177650
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",36,0,1250000,15,2e+06,4,20000,40000,0,NA,51,"Undecided","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",185000,26000,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Other Services",250000,144000,63950
1,"Decreased",0.05,"Decreased",0.15,"No change","No change","Positive",31,0,3e+06,40,NA,4,NA,120000,0,NA,51,"No","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",180000,95000,"Libertarian Party","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",1483000,230000,71762
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",46,0,1770000,84,1770000,3.5,20000,62000,0,NA,46,"Undecided","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",130000,31000,"Democrat","White / Caucasian","Female","Bachelor's or Associate's Degree","Singles","Have Children","United States","Manufacturing",1658000,120000,88700
2,"Stayed the same",0,"Decreased",0.25,"No change","Become sooner","Positive",36,0,1500000,33,1500000,4,60000,60000,0,NA,46,"Yes","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",130000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Healthcare",252600,0,61000
1,"Increased",0.25,"Stayed the same",0.05,"No change","Become sooner","Neutral",26,0,1e+06,5,1900000,4,24000,70000,0,NA,51,"Undecided","Private corporation","Administrative staff","For an Organization (Employed)",NA,NA,"Not a student","Rent",65000,18000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Financial Services",67000,0,35200
